"DataSet","lat","lon","subbiome","biome","ecozone","subbiome_n","biome_n","ecozone_n"
1722,49.753,-95.257,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1723,33.089,-79.393,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
1724,-37.95,-65.65,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1725,-37.95,-65.65,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1726,-37.95,-65.7,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1727,-37.95,-65.7,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1728,-32.283,-71.183,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1729,47.417,16.25,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1730,31.737,34.949,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1731,31.737,34.949,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1732,38.906,-90.412,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1733,38.499,100,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1734,38.499,100,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1735,32.884,-97.175,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
1736,38.669,-94.199,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1737,38.669,-94.199,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1738,38.669,-94.199,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1739,38.669,-94.199,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1740,38.669,-94.199,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1741,31.314,-107.338,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1742,41.21,-101.648,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
1743,39.471,-118.869,"7a",7,"CA","7a. Cold deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1744,45.032,-110.695,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1745,45.929,-110.342,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1746,45.929,-110.342,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1747,44.512,-110.817,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1748,44.662,-110.474,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1749,44.662,-110.474,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1750,44.662,-110.474,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1751,40.546,-106.722,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1752,48.435,-123.366,"4b",4,"BA","4b. Conifer coastal forests","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
1753,48.435,-123.366,"4b",4,"BA","4b. Conifer coastal forests","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
1754,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1755,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1756,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1757,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1758,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1759,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1760,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1761,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1762,40.886,-124.12,"4b",4,"BA","4b. Conifer coastal forests","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
1763,20,-95,NA,NA,NA,NA,NA,NA
1764,37.9,-2.15,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1765,37.9,-122.67,NA,NA,NA,NA,NA,NA
1766,35.93,-115.97,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1767,35.93,-115.97,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1768,22.439,120.617,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
1769,22.439,120.617,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
1770,42,-113.08,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1771,48.75,-102.31,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
1772,48.75,-102.31,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
1773,45.46,-104.57,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
1774,45.56,-116.97,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1775,45.56,-116.97,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1776,45.56,-116.97,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1777,45.56,-116.97,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1778,41.18,-120,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1779,41.18,-120,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1780,41.18,-120,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1781,41.18,-120,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1782,41.18,-120,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1783,50.65,-114.63,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1784,-32.35,-70.53,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1785,-36.92,-64.27,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
1786,-36.92,-64.27,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
1787,-36.92,-64.27,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
1788,43.78,-112.89,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1789,68.38,23.63,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1790,68.38,23.63,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1791,68.38,23.63,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1792,69.91,27.03,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1793,41.53,26.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1794,41.53,26.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1795,41.53,26.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1796,41.53,26.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1797,50.03,21.97,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1798,46.02,14.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1799,46.02,14.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1800,44.98,7.58,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1801,44.98,7.58,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1802,44.98,7.58,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1803,55.27,-3.18,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1804,55.27,-3.18,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1805,55.27,-3.18,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1806,65.35,-164.09,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1807,80.5,-74.33,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1808,45.44,9.19,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1809,45.44,9.19,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1810,45.44,9.19,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1811,45.44,9.19,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1812,45.44,9.19,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1813,45.44,9.19,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1814,43.08,-116.05,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1815,48.42,-123.29,NA,NA,NA,NA,NA,NA
1816,43.5,-89.9,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1817,39.12,-84.38,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1818,39.12,-84.38,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1819,39.12,-84.38,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1820,43.08,-116.05,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1821,43.08,-116.05,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1822,43.08,-116.05,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1823,43.08,-116.05,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1824,62.97,-155.58,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1825,62.97,-155.58,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1826,50.95,-113.97,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1827,46.49,-111.18,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1828,46.49,-111.18,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1829,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1830,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1831,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1832,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1833,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1834,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1835,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1836,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1837,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1838,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1839,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1840,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1841,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1842,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1843,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1844,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1845,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1846,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1847,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1848,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1849,33.041,-111.413,"7c",7,"CA","7c. Warm deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1850,33.041,-111.413,"7c",7,"CA","7c. Warm deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1851,62.834,-92.146,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
1852,-33.595,18.578,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1853,-33.595,18.578,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1854,40.546,-75.456,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1855,40.546,-75.456,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1856,40.546,-75.456,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1857,40.546,-75.456,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1858,43.171,-91.298,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1859,43.171,-91.298,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1860,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1861,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1862,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1863,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1864,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1865,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1866,48.093,-119.525,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1867,58.41,8.49,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1868,66,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1869,66,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1870,42.027,-1.544,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1871,63,23,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1872,63,23,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1873,63,23,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1874,63,23,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1875,63,23,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1876,63,23,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1877,63,23,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1878,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1879,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1880,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1881,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1882,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1883,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1884,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1885,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1886,41.603,-69.992,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1887,59.032,-3.158,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1888,59.032,-3.158,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1889,57.756,12.056,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1890,66,-22,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1891,34.875,32.826,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1892,33.391,-111.934,"7c",7,"CA","7c. Warm deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1893,33.391,-111.934,"7c",7,"CA","7c. Warm deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
1894,43,-115,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1895,43,-115,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1896,43,-115,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1897,65,26,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1898,66,21,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
1899,31.033,51.267,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1900,31.033,51.267,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
1901,39.876,116.409,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1902,39.912,116.572,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1903,39.876,116.409,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1904,39.912,116.572,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1905,39.876,116.409,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1906,39.912,116.572,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1907,39.876,116.409,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
1908,39.912,116.572,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
